username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;;
BusinessNewzzz;26/11/2016 21:56;0;0;Miami residents take to the streets to celebrate fidel castro ’s death #news #market #business pic.twitter.com/fSqIkcdWYL;;;#news #market #business;8,02662E+17;https://twitter.com/BusinessNewzzz/status/802662227668893697;;
GermanSBernal;26/11/2016 21:56;0;0;Cuba to observe 9 days of mourning for Fidel Castro , including a three-day journey... http:// ln.is/8fZlO by #DCoronell via @c0nvey;;@c0nvey;#DCoronell;8,02662E+17;https://twitter.com/GermanSBernal/status/802662222375882753;;
MichaelKellyIC;26/11/2016 21:55;3;3;I'll be talking #FidelCastro and hopes for Papal visit to Ireland from 08.30 on @bbcradioulster tomorrow.;;@bbcradioulster;#FidelCastro;8,02662E+17;https://twitter.com/MichaelKellyIC/status/802662214415118336;;
CarlHargrove;26/11/2016 21:55;3;4;Fidel Castro has met His Maker and stands in judgment for all his crimes--those known and unknown. http:// wpo.st/y8YH2;;;;8,02662E+17;https://twitter.com/CarlHargrove/status/802662208819728384;;
CAWojcik;26/11/2016 21:55;0;3;I think Fidel Castro won the #MannequinChallenge;;;#MannequinChallenge;8,02662E+17;https://twitter.com/CAWojcik/status/802662203736195072;;
CedarPosts;26/11/2016 21:55;0;4;"Saw a tweet by a local liberal idiot claiming #FidelCastro did some Great Things"" being open minded I googled for an hour got zilch. Ideas?""";;;#FidelCastro;8,02662E+17;https://twitter.com/CedarPosts/status/802662188553011200;;
OsmanShiffer;26/11/2016 21:55;0;0;Fidel Castro outlasted ten US presidents and transformed #Cuba http:// ln.is/Uii43 by #FrankWALUSIMBI via @c0nvey;;@c0nvey;#Cuba #FrankWALUSIMBI;8,02662E+17;https://twitter.com/OsmanShiffer/status/802662186799636480;;
kblast523;26/11/2016 21:55;0;0;5 Most Embarrassing Statements on Fidel Castro 's Death from America's Political Leaders http:// ijr.com/wildfire/2016/ 11/743852-5-most-embarrassing-statements-on-fidel-castros-death-from-americas-political-leaders/?utm_source=twitter&utm_medium=social …;;;;8,02662E+17;https://twitter.com/kblast523/status/802662186489434114;;
PrivilegedVictm;26/11/2016 21:55;0;0;#rotinhellfidel Fidel Castro Murdered Gays ‌‌ - https:// youtu.be/O7f2FreHKnY via @YouTube;;@YouTube;#rotinhellfidel;8,02662E+17;https://twitter.com/PrivilegedVictm/status/802662179426009088;;
Ramdog1980;26/11/2016 21:55;0;0;Fidel Castro Biography. Full Life History of Cuba's Former President Fid... http:// ln.is/www.youtube.co m/MzhXB … via @YouTube;;@YouTube;;8,02662E+17;https://twitter.com/Ramdog1980/status/802662177110900736;;
SexyFania1;26/11/2016 21:55;0;1;You don't know shit about #FidelCastro;;;#FidelCastro;8,02662E+17;https://twitter.com/SexyFania1/status/802662174342709248;;
BrynPegg;26/11/2016 21:55;0;2;Fidel Castro , the man who spent his whole life fighting capitalism, died on black fucking Friday hahahaha;;;;8,02662E+17;https://twitter.com/BrynPegg/status/802662171532529666;;
FelixJacomino;26/11/2016 21:55;0;9;". @BarackObama , have the guts 2 use the right words for #FidelCastro . Hitler, Gandhi, MLK, Manson, Bin Laden & Lincoln ALL altered"" courses.""";;@BarackObama;#FidelCastro;8,02662E+17;https://twitter.com/FelixJacomino/status/802662160837070848;;
EmanuelLorenzo5;26/11/2016 21:55;1;5;Every dog has his day Rip Fidel castro;;;;8,02662E+17;https://twitter.com/EmanuelLorenzo5/status/802662153895444480;;
un_diancourth;26/11/2016 21:55;0;0;Fidel Castro is dead.;;;;8,02662E+17;https://twitter.com/un_diancourth/status/802662147121704960;;
dgalvan19761;26/11/2016 21:55;0;0;Dang fidel Castro ass lasted a long time;;;;8,02662E+17;https://twitter.com/dgalvan19761/status/802662141488730112;;
GrapeRipple;26/11/2016 21:55;0;0;Fuck #FidelCastro good may he burn in hell;;;#FidelCastro;8,02662E+17;https://twitter.com/GrapeRipple/status/802662138657509376;;
Satyr69;26/11/2016 21:55;0;1;Well, it's an aliterate trio: Florence Henderson Fidel Castro Fireflys Ron Glass;;;;8,02662E+17;https://twitter.com/Satyr69/status/802662136405049344;;
M1Abrams_;26/11/2016 21:55;0;0;It is 2018 or 17. Shia LaBeouf is cast as Fidel Castro;;;;8,02662E+17;https://twitter.com/M1Abrams_/status/802662134383378432;;
ZEROFiltered;26/11/2016 21:55;1;0;HAVANA (AP) -- Fidel Castro , who led his bearded rebels to victorious revolution in 1959, embraced Soviet-style... http:// fb.me/4rHuBP4zb;;;;8,02662E+17;https://twitter.com/ZEROFiltered/status/802662130243735553;;
ZEROFiltered;26/11/2016 21:55;0;0;Fidel Castro , Who Defied US For 50 Years, Dies At 90 In Cuba http://www. zerofiltered.com/fidel-castro-w ho-defied-us-for-50-years-dies-at-90-in-cuba/ … pic.twitter.com/esszlJFFrH;;;;8,02662E+17;https://twitter.com/ZEROFiltered/status/802662130134777856;;
Dumas2TTG;26/11/2016 21:55;0;1;Colin Kaepernick grilled by Miami Dolphins reporter over Fidel Castro shirt http:// wpo.st/RMYH2 #KeepItUpKaep #StillWishUHadVotedTho;;;#KeepItUpKaep #StillWishUHadVotedTho;8,02662E+17;https://twitter.com/Dumas2TTG/status/802662120282144770;;
alangnative;26/11/2016 21:55;0;0;"Castro was a keen scuba-diver"" | Close but no cigar: how America failed to kill Fidel Castro | The Guardian https://www. theguardian.com/world/2016/nov /26/fidel-castro-cia-cigar-assasination-attempts …""";;;;8,02662E+17;https://twitter.com/alangnative/status/802662119896481792;;
gerry6868;26/11/2016 21:55;0;0;Read Des Sensenmanns Daily News ▸ #fidelcastro #castro http:// paper.li/deppentoeter/1 332872772?edition_id=dbc54820-b40e-11e6-acf1-0cc47a0d164b …;;;#fidelcastro #castro;8,02662E+17;https://twitter.com/gerry6868/status/802662118176804864;;
TheiKevin;26/11/2016 21:55;0;0;Fidel Castro and Andrea Mitchell pic.twitter.com/VuIkRYXjE5;;;;8,02662E+17;https://twitter.com/TheiKevin/status/802662118046605312;;
alpapatel;26/11/2016 21:55;0;1;People in Latin America & Miami mark #FidelCastro 's death in different ways. He was a man loved and loathed. pic.twitter.com/IyAr6dmBiT;;;#FidelCastro;8,02662E+17;https://twitter.com/alpapatel/status/802662106751385600;;
gantillano;26/11/2016 21:55;0;0;Of a single trip to hell. #FidelCastro pic.twitter.com/bbauyxMwqF;;;#FidelCastro;8,02662E+17;https://twitter.com/gantillano/status/802662099713331201;;
MarcusStead;26/11/2016 21:55;2;1;Those who prefer truth to romantic legend should read Peter Hitchens's analysis of Fidel Castro 's legacy: http:// dailym.ai/2gtfeu3;;;;8,02662E+17;https://twitter.com/MarcusStead/status/802662095628210176;;
WHATARINO;26/11/2016 21:55;0;0;Fidel. Castro . Social. Justice. Warrior. https:// twitter.com/neontaster/sta tus/802661590684364800 …;;;;8,02662E+17;https://twitter.com/WHATARINO/status/802662094407659524;;
gaz_boyle;26/11/2016 21:55;0;1;the ! Was, who the feck is Fidel Castro & do I need to deport him 1st;;;;8,02662E+17;https://twitter.com/gaz_boyle/status/802662093455577088;;
StockScout1;26/11/2016 21:55;1;0;Trump unlikely to reinstate embargo after death of Fidel Castro , analysts say http:// flip.it/MLpwjx;;;;8,02662E+17;https://twitter.com/StockScout1/status/802662092000165888;;
maurodelorenzo;26/11/2016 21:55;0;1;You used to talk to them about Fidel Castro ?;;;;8,02662E+17;https://twitter.com/maurodelorenzo/status/802662084228083713;;
amlivemon;26/11/2016 21:55;1;0;You can see all the hypocritical leftist sympathizers here by reading their tweets glorifying the mass murderer Fidel Castro . Trudeau...;;;;8,02662E+17;https://twitter.com/amlivemon/status/802662079979196416;;
neuronbomb;26/11/2016 21:55;3;10;In short, the life & death of #FidelCastro are nuanced issues. People are allowed to grieve, to be angry, to feel indifferent.;;;#FidelCastro;8,02662E+17;https://twitter.com/neuronbomb/status/802662078708269056;;
stonecreekdev;26/11/2016 21:55;0;0;Cuban-born sports writer confronts Colin Kaepernick over Fidel Castro t-shirt http://www. theblaze.com/news/2016/11/2 5/cuban-born-sports-writer-confronts-colin-kaepernick-over-fidel-castro-t-shirt/ … via @JonStreet @theblaze;;@JonStreet @theblaze;;8,02662E+17;https://twitter.com/stonecreekdev/status/802662066037239808;;
ScotsFyre;26/11/2016 21:55;1;2;So do I. And Fidel Castro was both. @FertileDissent;;@FertileDissent;;8,02662E+17;https://twitter.com/ScotsFyre/status/802662056277274624;;
CorrectDudeNews;26/11/2016 21:55;0;0;Reaction to former Cuba President Fidel Castro 's death http:// correctdude.com/reaction-to-fo rmer-cuba-president-fidel-castros-death/ … pic.twitter.com/MmUhsuiNc2;;;;8,02662E+17;https://twitter.com/CorrectDudeNews/status/802662046345101312;;
SmellsLikeZorro;26/11/2016 21:55;0;0;"@heffcomedy : BREAKING: Fidel Castro still alive after most elaborate mannequin challenge seen to date.""""";;@heffcomedy;;8,02662E+17;https://twitter.com/SmellsLikeZorro/status/802662033896472580;;
TheNewsJunky00;26/11/2016 21:55;0;0;Cuba's Fidel Castro made revolutionary mark on history pic.twitter.com/xIP76sPr9T;;;;8,02662E+17;https://twitter.com/TheNewsJunky00/status/802662033011273728;;
DelroyDyer89;26/11/2016 21:55;0;0;Trudeau faces international criticism over statement on Fidel Castro 's death - Brandon Sun http:// ln.is/www.brandonsun .com/n/2KvxG … via @thebrandonsun;;@thebrandonsun;;8,02662E+17;https://twitter.com/DelroyDyer89/status/802662029324496896;;
mssnews4all;26/11/2016 21:55;0;0;Full text of Chinese president's condolence message over Fidel Castro 's death http:// ift.tt/2fzUlwp;;;;8,02662E+17;https://twitter.com/mssnews4all/status/802662023461040128;;
mssnews4all;26/11/2016 21:55;0;0;Chinese premier extends condolences over death of Cuban revolutionary leader Fidel Castro http:// ift.tt/2gtAZgX;;;;8,02662E+17;https://twitter.com/mssnews4all/status/802662021951012864;;
ashuttl;26/11/2016 21:55;0;1;I learned a lot from the @MiamiHerald obituary of Fidel Castro . http://www. miamiherald.com/news/nation-wo rld/world/americas/fidel-castro-en/article117186483.html …;;@MiamiHerald;;8,02662E+17;https://twitter.com/ashuttl/status/802662021321920512;;
FOX23;26/11/2016 21:55;3;0;Fidel Castro dies: Exiles recall pain with sorrow, freedom with joy http:// trib.al/Cfc8BUf;;;;8,02662E+17;https://twitter.com/FOX23/status/802662017211383808;;
OTB_Adventures;26/11/2016 21:55;0;0;@JustinTrudeau Maybe you should ask a Cuban- off island. #FidelCastro was a thug, bully, and murderer. Your statement embarrasses democracy!;;@JustinTrudeau;#FidelCastro;8,02662E+17;https://twitter.com/OTB_Adventures/status/802662009384923136;;
prsnews;26/11/2016 21:55;0;0;7 bizarre ways the US tried to kill or topple Fidel Castro http:// smar.ws/QW5QG;;;;8,02662E+17;https://twitter.com/prsnews/status/802661995203825664;;
joseangeltg1;26/11/2016 21:55;0;0;Its hard to post anything about Fidel Castro , cant trust anything that was written or reported by the media. to some a hero some a villain;;;;8,02662E+17;https://twitter.com/joseangeltg1/status/802661992959983616;;
4theWeen;26/11/2016 21:55;0;3;I feel like Castro's death should be the one 2016 celebrity death that everyone gets behind. #FidelCastro #2016Yearofdeath;;;#FidelCastro #2016Yearofdeath;8,02662E+17;https://twitter.com/4theWeen/status/802661990766252035;;
bilgekaya;26/11/2016 21:55;0;0;Retweeted Donald J. Trump ( @realDonaldTrump ): Fidel Castro is dead!;;@realDonaldTrump;;8,02662E+17;https://twitter.com/bilgekaya/status/802661990241943552;;
hops;26/11/2016 21:55;0;0;In Cuba, Passing of Fidel Castro Changes Little http:// ow.ly/Hd6D306yajg;;;;8,02662E+17;https://twitter.com/hops/status/802661989466181633;;
LiberateUkraine;26/11/2016 21:55;0;0;RT @CTVMontreal : Prime Minister @JustinTrudeau is being criticized over his statement on the death of #FidelCastro . http://www. ctvnews.ca/world/trudeau- criticized-over-statement-on-fidel-castro-s-death-1.3177962 …;;@CTVMontreal @JustinTrudeau;#FidelCastro;8,02662E+17;https://twitter.com/LiberateUkraine/status/802661988740530176;;
sflcn;26/11/2016 21:55;0;0;President-Elect Donald J. Trump on the Passing of Fidel Castro - http:// go.shr.lc/2fDyCXR via @Shareaholic;;@Shareaholic;;8,02662E+17;https://twitter.com/sflcn/status/802661985842139136;;
Sebelius29;26/11/2016 21:55;0;0;he did do all that. #FidelCastro defended #Cuba from American #Imperialism and helped others stand up as well. #VivaCuba;;;#FidelCastro #Cuba #Imperialism #VivaCuba;8,02662E+17;https://twitter.com/Sebelius29/status/802661984525131776;;
KCTV5;26/11/2016 21:55;0;0;Man who leads a local Cuban-American group talks about what Fidel Castro 's death means tonight on KCTV5 News. WATCH: http:// bit.ly/1prpSzp pic.twitter.com/AAA7pGVJx1;;;;8,02662E+17;https://twitter.com/KCTV5/status/802661981799018496;;
mnytlkslv;26/11/2016 21:55;0;0;Wow all Trump can say about Fidel Castro is he's Dead wow;;;;8,02662E+17;https://twitter.com/mnytlkslv/status/802661972130942976;;
realjunsonchan;26/11/2016 21:55;25;34;Funny that Fidel Castro never shared them with his starving people but Canada's PM thinks that was a great idea! #trudeaueulogies https:// twitter.com/AnnCoulter/sta tus/802596605908099072 …;;;#trudeaueulogies;8,02662E+17;https://twitter.com/realjunsonchan/status/802661971250135040;;
jaieinmiami;26/11/2016 21:55;0;1;Andy Garcia Reacts to Fidel Castro ’s Death http:// variety.com/2016/film/news /fidel-castro-dead-andy-garcia-cuba-1201927199/ … via @variety;;@variety;;8,02662E+17;https://twitter.com/jaieinmiami/status/802661966695268354;;
CountryKSwag;26/11/2016 21:54;0;0;So... Fidel Castro is dead. What now?;;;;8,02662E+17;https://twitter.com/CountryKSwag/status/802661963985813504;;
jordanismy;26/11/2016 21:54;0;0;"What was I doing when Fidel Castro died? Watching CNN's The 60's""""";;;;8,02662E+17;https://twitter.com/jordanismy/status/802661962224140288;;
informationism;26/11/2016 21:54;0;1;One cool thing about Fidel Castro is that I met another guy named Fidel once who drove a Pontiac Fiero and smoked Kools. Pretty KOOL huh?!?!;;;;8,02662E+17;https://twitter.com/informationism/status/802661958801506304;;
Segrin2;26/11/2016 21:54;0;0;New York Daily News: Fidel Castro was an unwavering champion of racial equality. http:// google.com/newsstand/s/CB Iw24uB0zA … Brother Fidel Castro RIP. One Love;;;;8,02662E+17;https://twitter.com/Segrin2/status/802661949355888641;;
smithie1;26/11/2016 21:54;0;0;Havana mourns Fidel Castro – in pictures | World news: Yo soy Fidel! https://www. theguardian.com/world/gallery/ 2016/nov/26/havana-mourns-fidel-castro-in-pictures …;;;;8,02662E+17;https://twitter.com/smithie1/status/802661945967083520;;
TwitchyTeam;26/11/2016 21:54;54;30;UN Secretary-General Ban Ki-moon praises Fidel Castro as 'a strong voice for social justice' http:// twitchy.com/brettt-3136/20 16/11/26/un-secretary-general-ban-ki-moon-praises-fidel-castro-as-a-strong-voice-for-social-justice/ …;;;;8,02662E+17;https://twitter.com/TwitchyTeam/status/802661944209604608;;
Char90798185;26/11/2016 21:54;0;0;Five Terrible Responses to Fidel Castro 's Death From World Leaders http:// reason.com/blog/2016/11/2 6/five-worst-responses-fidel-castro-death …;;;;8,02662E+17;https://twitter.com/Char90798185/status/802661930317942785;;
bigdaddyrew1963;26/11/2016 21:54;0;0;"Miami's Cubans Celebrate, Hope for Change With Fidel Castro 's Death; https:// plus.google.com/+hollywoodrepo rter/posts/cMwGuCiSEie?_utm_source=199-1-1 …";;;;8,02662E+17;https://twitter.com/bigdaddyrew1963/status/802661929604956160;;
CoughlinAidan1;26/11/2016 21:54;2;5;Why are people making Fidel Castro out to be a good guy.. like u to know he was a horrible dictator right..;;;;8,02662E+17;https://twitter.com/CoughlinAidan1/status/802661926224265216;;
freakyradioshow;26/11/2016 21:54;0;0;The Difference Between President Obama's Statement On Fidel Castro 's Death & Donald Trump'... http://www. freakyfridayradio.com/2016/11/26/the -difference-between-president-obamas-statement-on-fidel-castros-death-donald-trumps-is-striking/ … pic.twitter.com/t46sJZSmX9;;;;8,02662E+17;https://twitter.com/freakyradioshow/status/802661925045665792;;
Tay_Gatsby;26/11/2016 21:54;1;0;I'm truly fascinated at how polarizing Fidel Castro;;;;8,02662E+17;https://twitter.com/Tay_Gatsby/status/802661920419565568;;
truetomharley;26/11/2016 21:54;0;0;@BobLonsberry In any story, look for a single symbol that says it all. With #FidelCastro it is vehicle age.;;@BobLonsberry;#FidelCastro;8,02662E+17;https://twitter.com/truetomharley/status/802661918632792064;;
blakebouza;26/11/2016 21:54;0;0;Fidel Castro : From Catholic schoolboy to dictator http:// usat.ly/2g2METq via @usatoday;;@usatoday;;8,02662E+17;https://twitter.com/blakebouza/status/802661917449781248;;
Mcschweety;26/11/2016 21:54;0;0;Nine Liberal Hollywood Elites Who Normalized Communist Dictator Fidel Castro http://www. breitbart.com/big-hollywood/ 2016/11/26/9-liberal-hollywood-elites-normalized-communist-dictator-fidel-castro/ …;;;;8,02662E+17;https://twitter.com/Mcschweety/status/802661916984360962;;
divergentsoluti;26/11/2016 21:54;0;0;Fidel Castro may have been part of the revolution, but he didn't't really do anything at all. Frank País is a real hero.;;;;8,02662E+17;https://twitter.com/divergentsoluti/status/802661912811098113;;
ritagiordano;26/11/2016 21:54;0;0;How Donald Trump, other leaders responded to Fidel Castro 's death http://www. philly.com/philly/hp/news _top/403122616.html …;;;;8,02662E+17;https://twitter.com/ritagiordano/status/802661911296884736;;
N_Middleburg;26/11/2016 21:54;0;0;"1) Fidel Castro dead 19 days after Trump P-E"". 2008: Fidel dies"; Raul placed into power by Putin;" Eric Trump plays Russian Rubles Roulette.""";;;;8,02662E+17;https://twitter.com/N_Middleburg/status/802661907853406209
IrieSoulRebel;26/11/2016 21:54;0;0;Why don't you listen to the lives of different Cuban people before you trust a GOP white dude version of Fidel Castro ? JS;;;;8,02662E+17;https://twitter.com/IrieSoulRebel/status/802661902190972928;;
justskp;26/11/2016 21:54;0;0;So Fidel Castro dies and we are talking about what Melania Trump is doing for thanksgiving. #sogross;;;#sogross;8,02662E+17;https://twitter.com/justskp/status/802661901243006976;;
MahamUzr;26/11/2016 21:54;0;2;Close but no cigar: how America failed to kill Fidel Castro https://www. theguardian.com/world/2016/nov /26/fidel-castro-cia-cigar-assasination-attempts?CMP=share_btn_tw …;;;;8,02662E+17;https://twitter.com/MahamUzr/status/802661899238338560;;
mralessandrini;26/11/2016 21:54;0;1;have you seen their hospitals?;;;;8,02662E+17;https://twitter.com/mralessandrini/status/802661897484939264;;
TrinaNBC6;26/11/2016 21:54;0;0;Fidel Castro 's Estranged Sister Will Not Attend Funeral pic.twitter.com/WJXzhWK3TM;;;;8,02662E+17;https://twitter.com/TrinaNBC6/status/802661895706726404;;
DealGenies;26/11/2016 21:54;1;0;Snag Call of Duty for only $39.99 http:// supremealerts.info/product/13854. html … Fidel Castro pic.twitter.com/4VftEfRaOQ;;;;8,02662E+17;https://twitter.com/DealGenies/status/802661895601844228;;
jmjones19;26/11/2016 21:54;2;3;Make no mistake. #FidelCastro was not a hero. He was a genocidal communist maniac that ruined a once great nation. #RotInHell you bastard.;;;#FidelCastro #RotInHell;8,02662E+17;https://twitter.com/jmjones19/status/802661895220195329;;
cainforpresiden;26/11/2016 21:54;0;0;Only in the fantasy world of the left do you mourn Fidel Castro https:// twitter.com/charliekirk11/ status/802658290282954753 …;;;;8,02662E+17;https://twitter.com/cainforpresiden/status/802661891470331904;;
JoseyR;26/11/2016 21:54;0;1;Anyone who finds even a speck of good in Fidel Castro is delusional.;;;;8,02662E+17;https://twitter.com/JoseyR/status/802661889805352960;;
Arabeey_da_Boko;26/11/2016 21:54;0;0;Sometimes in my life America made Fidel Castro seem like a drug lord in my on view;;;;8,02662E+17;https://twitter.com/Arabeey_da_Boko/status/802661885095112704;;
wonderfullone;26/11/2016 21:54;3;2;Cuban-American journalists warn against romanticizing Fidel Castro http:// ln.is/huffingtonpost .com/RDe6v … via @HuffPostPol;;@HuffPostPol;;8,02662E+17;https://twitter.com/wonderfullone/status/802661883761266688;;
lungtawellness;26/11/2016 21:54;0;0;@marcorubio @realDonaldTrump are clueless about Canada's relationship w/ Fidel Castro https:// twitter.com/cbcnews/status /802572962104823808 …;;@marcorubio @realDonaldTrump;;8,02662E+17;https://twitter.com/lungtawellness/status/802661866220593152;;
lovelyti;26/11/2016 21:54;8;26;RT Fidel Castro DIES & Colin Kaepernick gets BLASTED for wearing a Fidel Castro t-shirt... http:// youtu.be/fryr0rulgaQ?a;;;;8,02662E+17;https://twitter.com/lovelyti/status/802661864975060992;;
aronprince67;26/11/2016 21:54;0;0;Fidel Castro was an unwavering champion of racial equality http:// nydn.us/2fQK0x2;;;;8,02662E+17;https://twitter.com/aronprince67/status/802661864131862529;;
OGblockchain;26/11/2016 21:54;0;0;I don't think #FidelCastro is in heaven. #FidelCastroHaMuerto http:// hudsontv.com/is-this-fidels -new-heaven/ …;;;#FidelCastro #FidelCastroHaMuerto;8,02662E+17;https://twitter.com/OGblockchain/status/802661860977713152;;
GEMlNISZN;26/11/2016 21:54;1;6;my parents are throwing a ' fidel castro is dead' party lmao;;;;8,02662E+17;https://twitter.com/GEMlNISZN/status/802661859547611136;;
Trillian_01;26/11/2016 21:54;0;2;My 1st cousin is married to a Cuban that she met there. Many officials bribed to get him an exit visa…no tears will be shed for #FidelCastro;;;#FidelCastro;8,02662E+17;https://twitter.com/Trillian_01/status/802661857693552640;;
DeShaunsMrk;26/11/2016 21:54;0;0;"Vladimir Putin sends condolences to Cuba, saying Fidel Castro was a reliable friend of Russia.""… https:// twitter.com/i/web/status/8 02659454370070528 …""";;;;8,02662E+17;https://twitter.com/DeShaunsMrk/status/802661857429508096;;
SenKimCarr;26/11/2016 21:54;31;43;Vale Fidel Castro , extraordinary 20th century figure, survived 50 year embargo & 638 CIA attempts on life using ex-lovers & Mafia gangsters;;;;8,02662E+17;https://twitter.com/SenKimCarr/status/802661854002544641;;
FrontRowmarc;26/11/2016 21:54;0;0;Nine Liberal Hollywood Elites Who Normalized Communist Dictator Fidel Castro http:// bit.ly/2gtcFbs via @BreitbartNews #NCPOL;;@BreitbartNews;#NCPOL;8,02662E+17;https://twitter.com/FrontRowmarc/status/802661851737821184;;
donezo20;26/11/2016 21:54;0;0;The amount of people paying tribute to Fidel Castro is really cool IMO;;;;8,02662E+17;https://twitter.com/donezo20/status/802661850706046976;;
CamyDarmas;26/11/2016 21:54;1;9;I'm gonna smoke a Cuban cigar and party like there is no tomorrow!!!!! Fidel Castro is dead #CubaLibre;;;#CubaLibre;8,02662E+17;https://twitter.com/CamyDarmas/status/802661850630406144;;
arajoh5;26/11/2016 21:54;0;0;How Fidel Castro Survived 50 Years Of CIA Assassination Attempts http:// 9gag.com/gag/ao2KBNA?re f=t.mw …;;;;8,02662E+17;https://twitter.com/arajoh5/status/802661841734344704;;
SOWHOCARESXXII;26/11/2016 21:54;0;0;"@JohnBerman Fidel Castro & Cuba : THE JUST WAR"" Doctrine : reviewed http:// justwaroversightxxii.blogspot.ca/p/fidel-castro .html … … … per SQYX : +1News""";;@JohnBerman;;8,02662E+17;https://twitter.com/SOWHOCARESXXII/status/802661841365143552;;
JamieSkella;26/11/2016 21:54;0;1;This post leaves out the part where Fidel Castro banned free elections, imprisoned Cubans for running libraries, & sent gays to labor camps. https:// twitter.com/thenewthinker/ status/802501928496283648 …;;;;8,02662E+17;https://twitter.com/JamieSkella/status/802661840190701568;;
trendwaves7;26/11/2016 21:54;0;0;Historic Interviews With Fidel Castro Highlight Dictator's Life - ABC News https:// goo.gl/fb/8O0ZA3;;;;8,02662E+17;https://twitter.com/trendwaves7/status/802661839188398080;;
michael_angove;26/11/2016 21:54;0;0;Why does the left say we must condemn Donald Trump while they praise Fidel Castro ? http:// fb.me/2qIm6PqAp;;;;8,02662E+17;https://twitter.com/michael_angove/status/802661833370980353;;
roykissel;26/11/2016 21:54;0;0;Hoping that the @nytimes gets the glossy #FidelCastro commemorative section out in time for tomorrow's edition. https:// twitter.com/danproft/statu s/802396890767753216 …;;@nytimes;#FidelCastro;8,02662E+17;https://twitter.com/roykissel/status/802661830535606272;;
drmdphd;26/11/2016 21:54;0;0;OF COURSE!!! Obama and Trump's opposite reactions to Fidel Castro 's death caught the internet's ire https://www. yahoo.com/tech/m/7c5bd5e a-a20d-38b0-a2e4-07e2312657f8/obama-and-trump%26%2339%3Bs.html?.tsrc=fauxdal …;;;;8,02662E+17;https://twitter.com/drmdphd/status/802661820569817089;;
TawanaThornell;26/11/2016 21:54;0;0;Peter Hitchens Fidel Castro slaughtered his critics and brought the world to the ... - http:// wp.me/p74CbZ-hkj pic.twitter.com/n7quDTW0Rk;;;;8,02662E+17;https://twitter.com/TawanaThornell/status/802661818762199040;;
AlgoPolitic;26/11/2016 21:54;0;0;Justin Trudeau's Statement On Fidel Castro Criticized By Politicians http:// algo.fyi/phabkq #trending pic.twitter.com/jTw1q1LWUT;;;#trending;8,02662E+17;https://twitter.com/AlgoPolitic/status/802661808989491200;;
SherazadeOliv;26/11/2016 21:54;0;0;"They will be cremating Fidel Castro body... I think it's wast of time since he's ALREADY BURNING IN HELL""""";;;;8,02662E+17;https://twitter.com/SherazadeOliv/status/802661803075534848;;
wellsbl21;26/11/2016 21:54;0;0;Fidel Castro , 90, fused sports into Cuba's national identity - via @ESPN App (And ESPN wonders why subs are ) http:// es.pn/2fAUSS7;;@ESPN;;8,02662E+17;https://twitter.com/wellsbl21/status/802661799489400832;;
lee_kesia;26/11/2016 21:54;0;0;It's a unique thing to be an American student and to mourn the death of Fidel Castro in Cuba. I will remember this for the rest of my life. pic.twitter.com/RLfBIX1yB0;;;;8,02662E+17;https://twitter.com/lee_kesia/status/802661792908513280;;
ValeriaSirigu;26/11/2016 21:54;0;0;"#Trump on #FidelCastro : A brutal dictator who has suppressed his people."" I want to see how he gets... with the conditions... @indivanados""";;@indivanados;#Trump #FidelCastro;8,02662E+17;https://twitter.com/ValeriaSirigu/status/802661789980905472;;
AMNAYzh;26/11/2016 21:54;0;0;Fidel Castro ’s Foes React: ‘Fear Could Be Felt’ in Cuba https:// amnayzh.wordpress.com/2016/11/26/fid el-castros-foes-react-fear-could-be-felt-in-cuba …;;;;8,02662E+17;https://twitter.com/AMNAYzh/status/802661787040710660;;
clasicaliberal;26/11/2016 21:54;0;0;Fidel Castro dies, brace yourselves for the misinformed hagiographies. http:// reason.com/blog/2016/11/2 6/fidel-castro-dies …;;;;8,02662E+17;https://twitter.com/clasicaliberal/status/802661784675094528;;
theprestonpryce;26/11/2016 21:54;0;0;#MSM has gone to a new level of #FakeNews rivaling news media in V for Vendetta #MAGA #Recount2016 #FidelCastro @Cernovich @PrisonPlanet pic.twitter.com/mLQC6THahE;;@Cernovich @PrisonPlanet;#MSM #FakeNews #MAGA #Recount2016 #FidelCastro;8,02662E+17;https://twitter.com/theprestonpryce/status/802661783894917120;;
jackhakimian;26/11/2016 21:54;0;0;My black brethren are so naive about Fidel Castro 's revolution to end racism and help blacks globally. He used... http:// fb.me/8AC60d9wb;;;;8,02662E+17;https://twitter.com/jackhakimian/status/802661783878193152;;
tidadurosier;26/11/2016 21:54;0;0;Colin Kaepernick grilled by Miami Dolphins reporter over Fidel Castro shirt http:// fb.me/5UtL5pUpQ;;;;8,02662E+17;https://twitter.com/tidadurosier/status/802661776525524992;;
bandeapart72;26/11/2016 21:54;2;1;SOUTH AFRICA. Pretoria. May 10, 1994. Fidel CASTRO among foreign dignitaries attending Mandela’s... https:// tmblr.co/ZxAWdv2F9VP5V;;;;8,02662E+17;https://twitter.com/bandeapart72/status/802661770644975616;;
muddyman400;26/11/2016 21:54;0;0;R.I.P. that boy Fidel Castro;;;;8,02662E+17;https://twitter.com/muddyman400/status/802661767696371712;;
